"project_id","title","description","crs_sector_name","sources","factiva_sources","location_details","GEO_codedUp","GEO_geojsonLink","GEO_sources","GEO_notes"
69310,"Chinese Government provides a RMB 40 million grant in ETCA to Turkmenistan for supply and installment of equipment in the construction of a velvet factory (Linked to Project ID#69309)","In 2006, the Chinese Government agreed to issue a RMB 40 million grant, captured by this project, and a RMB 50 million interest-free loan, captured in project ID#69309, to Turkmenistan for the supply and installation of technological equipment and accessories by Shanxi Zhongxu International Trade Industrial Co., Ltd (Chinese title is "" 山西中旭"") for a velvet factory under construction in the Ruhabat District. The agreement was made in accordance with a long-term Economic and Technical Cooperation Agreement (ETCA) between the Turkmen and Chinese government. The facility was planned to be commissioned in October 2007, and was expected to have a capacity of 1 million meters of velvet annually. The project was completed on October 22, 2008 in a ceremony attended by President of Turkmenistan Gurbanguly Berdimuhamedov. The factory provided employment for 550 people, and its velvet capacity was expected to meet domestic and foreign demand. The total cost of the project was 28.75 million USD. In addition to China's contributions, the oil and gas industry of Turkmenistan provided $12.6 million USD.STAFF_NOTE: ""Derweze District"" is the new name of the ""Ruhabat District"", changed in 2013.","Industry, Mining, Construction","http://www.turkmenistan.ru/en/node/4886, Media Report, including Wikileaks; http://www.china.com.cn/international/zhuanti/dwj/2012-08/21/content_26296222_3.htm, Media Report, including Wikileaks; https://www.files.ethz.ch/isn/105663/CEFQ200805.pdf, Government Source (Donor/Recipient); https://web.archive.org/web/20100411235639/http://www.turkishweekly.net/news/60485/turkmenistan-a-velvet-factory-is-opened-in-akhal-province.html, Media Report, including Wikileaks; https://www.dropbox.com/s/c0so9pwet0v5tnt/Turkmenistan%20-%20Retrospective%20of%20the%2030th%20Anniversary%20of%20China%27s%20Opening%20to%20the%20Outside%20World.pdf?dl=0, Government Source (Donor/Recipient); https://www.dropbox.com/s/77e5y0ofv1zfphk/%E5%9C%9F%E5%BA%93%E6%9B%BC%E6%96%AF%E5%9D%A6--%E4%B8%AD%E5%9B%BD%E5%AF%B9%E5%A4%96%E5%BC%80%E6%94%BE30%E5%91%A8%E5%B9%B4%E5%9B%9E%E9%A1%BE%E5%B1%95.pdf?dl=0, Government Source (Donor/Recipient); http://www.turkmenistan.ru/en/node/4630, Media Report, including Wikileaks",NA,"Derweze District","","","",""
73056,"Chinese Government provides RMB 10 million grant to finance the training of Turkmen specialists in China (Linked to project ID#69355)","In March 2005, the governments of China and Turkmenistan signed an intergovernmental agreement in which the Government of China agreed to provide a RMB 10 million grant to the Government of Turkmenistan to finance the training of Turkmen technicians in China. It was reported that the training grants were so the Turkmen specialists could use Chinese equipment.The project was linked to a grant project ID#69355 for modernization of Turkmenistan's telecommunications network, which is also signed during an official visit of Zhang Zhigang, China’s vice minister for commerce (MOFCOM), to the republic, the Ashgabat correspondent of Turkmenistan in 2005.","Communications","http://www.turkmenistan.ru/en/node/3866, Government Source (Donor/Recipient); https://www.theatlantic.com/international/archive/2012/02/chinese-telecoms-may-be-spying-on-large-numbers-of-foreign-customers/253185/, Media Report, including Wikileaks",NA,NA,"","","",""
73035,"Chinese Government provides a grant to Turkmenistan for reconstruction of silkworm factory in Mary (Linked to Project ID#69430)","In 2002, the Chinese Government provided an interest-free loan, which is captured by linked project ID#69430, and a grant , which is captured by this project, to allow Turkmenistan to technically transform the Mary silkworm breeding farm from 2002 to 2004. The silkworm breeding farm, before the project, featured outdated technology, an incomplete production process, and a low production level from the Soviet era. The project was competed in May 2003.STAFF_NOTE: The Chinese project title is 马雷蚕种场改造项目. Additionally, it is unclear which year this grant was agreed; 2002 was selected as it is the earliest option, considering this project was completed in 2003, so ""Year uncertain"" box was checked. Transaction details are unknown.","Industry, Mining, Construction","https://www.jica.go.jp/jica-ri/IFIC_and_JBICI-Studies/jica-ri/english/publication/archives/jbic/report/working/pdf/wp27_e.pdf, Other Academic (Working Paper, Dissertation); http://tm.mofcom.gov.cn/sys/print.shtml?/ztdy/200408/20040800264023, Government Source (Donor/Recipient); https://www.dropbox.com/s/c0so9pwet0v5tnt/Turkmenistan%20-%20Retrospective%20of%20the%2030th%20Anniversary%20of%20China%27s%20Opening%20to%20the%20Outside%20World.pdf?dl=0, Government Source (Donor/Recipient); https://www.files.ethz.ch/isn/105663/CEFQ200805.pdf, Government Source (Donor/Recipient); http://tm.mofcom.gov.cn/article/ztdy/200408/20040800264023.shtml, Government Source (Donor/Recipient); https://www.dropbox.com/s/77e5y0ofv1zfphk/%E5%9C%9F%E5%BA%93%E6%9B%BC%E6%96%AF%E5%9D%A6--%E4%B8%AD%E5%9B%BD%E5%AF%B9%E5%A4%96%E5%BC%80%E6%94%BE30%E5%91%A8%E5%B9%B4%E5%9B%9E%E9%A1%BE%E5%B1%95.pdf?dl=0, Government Source (Donor/Recipient)",NA,"Mary","","","",""
43199,"China Donated Inspection System to Turkmenistan","On June 22, China agreed to provide a mobile inspection system to the Turkmenistan government. The chairman of the State Customs Service of Turkmenistan, [Myratberdi] Annalyyew, from the Turkmen side, and Vice President of the Nuktek Company, Ms Wen Hwan, from the Chinese side, signed the contract. The mobile inspection system was handed over on April 3, 2006. STAFF_ NOTE: Neither resource indicates any terms associated with the mobile inspection system, so it is coded as a grant.","Government and Civil Society","https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=BBCAPP0020060822e28m004ed&cat=a&ep=ASI, Media Report, including Wikileaks; http://presidentniyazov.tripod.com/id63.html, Social Media, including Unofficial Blogs","https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=BBCAPP0020060822e28m004ed&cat=a&ep=ASI, Media Report, including Wikileaks",NA,"","","",""
73053,"CNPC Amu Darya provides training for 10 Turkmen employees to learn Chinese and professional skills at China University of Petroleum - Beijing","In 2013, Amu Darya River Gas Company of China National Petroleum Corporation (CNPC) provided the opportunity for ten of its Turkmen employees to study at China University of Petroleum - Beijing. There, they took a 185-day training course on the Chinese language and on professional skills. STAFF_NOTE: This appears to be distinct from the scholarships CNPC Amu Darya provides for high school graduates (see linked project ID#70737). Additionally, 'provided an opportunity' was assumed to imply a flow.","Education","https://www.cnpc.com.cn/en/Turkmenistan/country_index.shtml, Implementing/Intermediary Agency Source",NA,NA,"","","",""
69312,"Chinese Government provides an interest-free loan to Turkmenistan for the Turkmenistan Silk Production Complex (Linked to Project ID#73037)","On December 22, 2001, the Chinese and Turkmen governments signed an exchange of letters for China to provide interest-free loans and free assistance to Turkmenistan. Then, in 2002, the Chinese Government provided an interest-free loan (captured by this project) and grant (captured by linked project ID#73037) to reconstruct the Turkmenistan Silk Production Complex in Türkmenabat. The Türkmenabat factory, built during the Soviet era, featured outdated technology, an incomplete production, and a low production level before the implementation of this project. Shanxi Zhongxu International Trade Industrial Co., Ltd. implemented this project. The factory, a joint venture, began production on October 24, 2003.STAFF_NOTE: Chinese title of the project is 阿什哈巴德缫丝厂和土库曼纳巴特丝绸生产联合体. Further loan details are unknown.","Industry, Mining, Construction","https://www.dropbox.com/s/77e5y0ofv1zfphk/%E5%9C%9F%E5%BA%93%E6%9B%BC%E6%96%AF%E5%9D%A6--%E4%B8%AD%E5%9B%BD%E5%AF%B9%E5%A4%96%E5%BC%80%E6%94%BE30%E5%91%A8%E5%B9%B4%E5%9B%9E%E9%A1%BE%E5%B1%95.pdf?dl=0, Government Source (Donor/Recipient); https://www.files.ethz.ch/isn/105663/CEFQ200805.pdf, Government Source (Donor/Recipient); http://tm.mofcom.gov.cn/sys/print.shtml?/ddfg/200608/20060802980703, Government Source (Donor/Recipient); https://www.jica.go.jp/jica-ri/IFIC_and_JBICI-Studies/jica-ri/english/publication/archives/jbic/report/working/pdf/wp27_e.pdf, Other Academic (Working Paper, Dissertation); https://www.dropbox.com/s/c0so9pwet0v5tnt/Turkmenistan%20-%20Retrospective%20of%20the%2030th%20Anniversary%20of%20China%27s%20Opening%20to%20the%20Outside%20World.pdf?dl=0, Government Source (Donor/Recipient); https://www.dropbox.com/s/77e5y0ofv1zfphk/%E5%9C%9F%E5%BA%93%E6%9B%BC%E6%96%AF%E5%9D%A6--%E4%B8%AD%E5%9B%BD%E5%AF%B9%E5%A4%96%E5%BC%80%E6%94%BE30%E5%91%A8%E5%B9%B4%E5%9B%9E%E9%A1%BE%E5%B1%95.pdf?dl=0, Government Source (Donor/Recipient)",NA,"Türkmenabat","","","",""
53792,"China granted 80 refrigerated car to Turkmenistan","In February 2017, the 80 refrigerated cars were given to Turkmenistan by Xi Jinpin, the Chairman of PRC, as a gift. The refrigerated cars were ordered by Ministry of Commerce of PRC, produced by Yutong Heavy Industries, and shipped by General Logistics Company.","Transport and Storage","http://www.gentrans.com.cn/news/content.asp?id=1487, Implementing/Intermediary Agency Source; http://hbclgq.com/indu-news/60.html, Other; http://tm.chineseembassy.org/chn/zgtx/t1426284.htm, Government Source (Donor/Recipient)",NA,NA,"","","",""
