"project_id","title","description","crs_sector_name","sources","factiva_sources","GEO_sources","GEO_notes","Christian.Notes","level","X","Y","name","name_type","GID","country"
71748,"China signed grant commitment for the Hospital Counterpart Support and the Maternal and Child Health Projects with Nepal","On January 18, 2017, Ambassador Yu Hong and Dr. Senendra Raj Upreti, Secretary of Ministry of Health of Nepal, signed grant commitments for two health projects. One for the hospital counterpart support and the other for the establishment of a maternal and child health pilot project. Both agreements were signed between the National Health and Family Planning Commission of the People's Republic of China and the Ministry of Health of the Government of Nepal. The agreement on the Cooperation to Carry out Targeted Hospital Counterpart Support will involve the 4th Hospital of Hebei Medical University in China helping the Nepali B. P. Koirala Cancer Hospital establish a pathology specialist field center. The agreement for the Cooperation to Carry out Maternal and Child Health Pilot Project is intended to help Nepal improve its medical standards in the field of maternal and child health care and cultivate maternal and child health professionals, and involve China donating relevant equipment and medicines to carry out maternal and child health monitoring, screening, and consultation activities.","Health","http://np.chineseembassy.org/eng/News/t1444064.htm, Government Source (Donor/Recipient); http://www.xinhuanet.com/world/2017-01/19/c_1120344735.htm, Media Report, including Wikileaks",NA,"","The second agreement of this project is coded up to country level since there is no specific location that received focused help/donations for the agreement, and multiple areas across the country may benefit","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
38803,"China donates security equipment to Nepal","In July 2010, China agreed to donate security equipment to the police services worth 26 million RMB (3,831,135 USD) to Nepal. It appears that the grant is intended primarily to strengthen monitoring of the Tibetan community in Nepal and security along the borders with China’s Tibet Autonomous Region. In June 2013, the equipment was disbursed to Nepal. The total commitment amount is $3,831,135, and the actual disbursement amount is $4,241,228 (Updated January 2019). 
","Government and Civil Society","http://202.45.144.222/aim/viewActivityPreview.do~public=true~pageId=2~activityId=9831~language=en, Government Source (Donor/Recipient); http://news.66wz.com/system/2013/09/02/103793488.shtml, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=BBCSAP0020110819e78j000xd&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.dnaindia.com/world/report-jayadeva-ranade-china-includes-nepal-in-its-circle-of-friendship-1578358, Media Report, including Wikileaks; http://www.vifindia.org/weeklybrief/nepal/2011/33-34, Media Report, including Wikileaks; http://ccasindia.org/insightdetails.php?tid=80, Other Academic (Working Paper, Dissertation); http://www.tibetanreview.net/tibet-govt-head-seeks-stern-nepali-action-against-anti-china-elements/, Media Report, including Wikileaks; https://www.dropbox.com/sh/xwgtc3dxlm2elu9/AAAZaPuBCh_NR4A5mOMp_W7-a?dl=0&preview=December+2018+Nepal+AMP+--+Enhance+the+capacity+of+Police+Forces+of+Nepal.pdf, NGO/Civil Society/Advocacy","https://global.factiva.com/redir/default.aspx?P=sa&an=BBCSAP0020110819e78j000xd&cat=a&ep=ASE, Media Report, including Wikileaks","","This project is coded up to country level since there was no specific area that received the grant and multiple areas of the country may benefit from the grant","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
38575,"China sends 2nd Chinese Government Medical Team after Nepal earthquake","After the earthquake that occurred in April 2015 in Nepal, the Health and Family Planning Commission of Chongqing organized a second Chinese Government medical team [中国政府医疗队] consisting of 56 people. The team arrived in Nepal on May 8th, and took over the work from the first Chinese Government medical team. The team returned to Chongqing on May 24th.","Health","http://www.nhfpc.gov.cn/yjb/gzdt1/201505/d88f18753d174c66bf154eefcdb7c5b9.shtml, Government Source (Donor/Recipient); http://www.cneb.gov.cn/2015/05/25/ARTI1432542716336306.shtml, Media Report, including Wikileaks; http://politics.people.com.cn/n/2015/0510/c70731-26975373.html, Media Report, including Wikileaks",NA,"","This project is coded up to country level since there is not a specific location found where the medical team was sent to and multiple areas affected by the earthquake may have benefitted from the medical team","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
72074,"China provides government scholarship to Nepal students","On August 26, 2017, the Chinese Embassy in Nepal held a Chinese Government Scholarship Award Ceremony in Kathmandu. Ambassador Hou Yanqi attended and delivered a speech. Dahar, Permanent Secretary of the Ministry of Education and Science and Technology of Nepal, was invited to attend the event. Over 100 Nepali students were granted university-level scholarships for their higher education in China for the 2017-2018 academic year.","Education","http://np.china-embassy.org/chn/xwdt/t1488128.htm, Government Source (Donor/Recipient); https://news.china.com/news100/11038989/20170826/31197079.html, Media Report, including Wikileaks; https://nepalforeignaffairs.com/china-awards-university-level-scholarships-to-over-100-nepali-students/#:~:text=China%20awards%20university-level%20scholarships%20to%20over%20100%20Nepali,education%20in%20China%20for%20the%202017-2018%20academic%20year., Media Report, including Wikileaks",NA,"","This project is coded up to country level since there is not a specific location, possibly a few, found for where the students that received scholarships are","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
53969,"China Provides Language Training to Nepalese Tourism Professionals (linked #53705)","On March 23, 2016, China agreed to provide Chinese language training for 200 Nepalese tourism professionals within 5 years. The project aimed at boosting Nepal's tourism industry because based on data in 2017, China was the largest tourism source market for Nepal. The Chinese Language Training Course for Nepali Tourism Professionals was organized by the Chinese Embassy and Ministry of Culture, Tourism and Civil Aviation of Nepal. The project started in July, 2017, and as of November, 2018, the third course had been held. The project is in progress. STAFF_NOTE: This project is linked to a human resources training agreement (#53705) signed at the same time.","Trade and Tourism","http://www.xinhuanet.com/english/2018-11/27/c_137635349_2.htm, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020160323ec3n007kf&cat=a&ep=ASE, Media Report, including Wikileaks; https://travelnewsnepal.com/10836/, Media Report, including Wikileaks; http://www.xinhuanet.com/english/2018-11/27/c_137635349.htm, Media Report, including Wikileaks","https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020160323ec3n007kf&cat=a&ep=ASE, Media Report, including Wikileaks","","This project is coded up to country level since there is not a specific location found for where tourism was affected and there may be multipl areas of the country that benefitted","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
52365,"China Funds Solar Energy Training Course for African Countries","June 2016, China organized a solar energy training course for countries in tropical and subtropical regions. Twenty individuals from eight countries and regions, including Ghana, Rwanda, Nepal, and Kenya were enrolled in the course in Lanzhou, capital of Northwest China's Gansu province. The training is sponsored by China's Ministry of Commerce and implemented by Gansu Natural Energy Research Institute, and it will focus on the technology of solar photovoltaic (PV) systems, solar water heaters, solar building, and solar desalination. The 28-day course will include lectures, technical exchanges, economic and trade talks, and on-site practice. China hopes to help these countries make better use of the energy with its advanced renewable energy technology. The cost of the project is unknown.","Energy Generation and Supply","https://global.factiva.com/redir/default.aspx?P=sa&an=SYRANA0020160620ec6k000dx&cat=a&ep=ASE, Media Report, including Wikileaks; http://english.gov.cn/news/international_exchanges/2016/06/18/content_281475374638528.htm, Government Source (Donor/Recipient); http://www.chinadaily.com.cn/business/2016-06/18/content_25757645.htm, Other; http://www.chinadaily.com.cn/business/2016-06/18/content_25757645.htm, Government Source (Donor/Recipient)","https://global.factiva.com/redir/default.aspx?P=sa&an=SYRANA0020160620ec6k000dx&cat=a&ep=ASE, Media Report, including Wikileaks","","This project is coded up to country level since there is no specific location found, and multiple areas of the country may benefit from the energy training","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
38766,"China donates books to school to Nepal","On March 1, 2012, Chinese Ambassador Yang Houlan donated a batch of introductory books on China on behalf of the Chinese government to a primary and secondary school in the northern mountains. 

STAFF_NOTE: The exact english translation of the school's name is unknown, in one Chinese Embassy source it is reported as ""加林山卡中小学"" and in the other as ""卡利纳格中小学"".","Education","http://np.china-embassy.org/chn/jy/jyxw/t910683.htm, Government Source (Donor/Recipient); http://np.china-embassy.org/chn/jy/jyxw/t910687.htm, Government Source (Donor/Recipient)",NA,"","This project is coded up to country level since there were multiple schools that received the donation of books within Nepal's northern area that borders China.  The exact locations of the schools could not be found but according to the two sources, the schools that received the donation were Jialinshanka Elementary and Middle School, and Kalinagar Elementary and Middle School","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
34441,"China Eximbank provides RMB 218.8 million loan through ETCA for acquisition of 4 aircrafts (linked to Project ID #34442)","In 2013, Nepal signed an Economic and Technical Cooperation Agreement (ETCA) with China to procure and purchase six China-made airplanes. According to the deal, Nepal will acquire two aircrafts — a 19-seater Harbin Y-12E and a 58-seater Modern Ark 60 (MA60) — with a RMB 180 million Chinese Government grant (project #34442) and acquire three Harbin Y12E and a MA60 with a RMB 218.8 million government concessional loan (Project ID#34441) from China Eximbank. The terms of the China Eximbank government concessional loan (GCL) were as follows: 1.5% interest rate, 20 year maturity, and 7 year grace period. The Government of Nepal used the proceeds of the China Eximbank loan to on-lend to Nepal Airlines Corporation (NAC) through a subsidiary loan agreement (SLA). NAC aims to deploy the MA60 aircraft for mountain flights and other reachable places such as Pokhara, Bhairahawa, Biratnagar, Dhangadhi, Nepalgunj and Simara. It also announced that it may operate the Harbin Y-12e for mountain flights and other destinations in far-flung areas. 

On April 28, 2014, the delivery ceremony of the Chinese MA60 aircraft was held in Kathmandu. Chairman of AVIC International [中国航空技术国际控股有限公司] Wu Guangquan [吴光权] and Nepal Airlines General Manager Karel [卡雷尔] signed the MA60 aircraft technical transfer documents [新舟60飞机技术移交文件].  In November 2014, Harbin Aircraft Manufacturing Corporation (now called the Harbin Aircraft Industry Group Co. Ltd.) officially handed over the first of the Y12-Es, 9N-AKS, to NAC at a ceremony held in Kathmandu. According to a 2018 report from the Government of Nepal’s Auditor General, these aircrafts were operating domestic flights, but the NAC was incurring financial losses from the operation of the aircrafts. In 2019, the International Relations Committee of the Federal House of Representatives issued a directive to the Government of Nepal to sell the loss-making aircrafts.","Transport and Storage","https://global.factiva.com/redir/default.aspx?P=sa&an=STRANB0020130808e98800003&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020130807e9860000a&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020130920e99k005hb&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=MENREP0020140103e9bs0088a&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.ch-aviation.com/portal/news/32567-nepal-airlines-first-harbin-y12-arrives-in-kathmandu, Media Report, including Wikileaks; http://np.china-embassy.org/chn/xwdt/t1150663.htm, Government Source (Donor/Recipient); http://np.china-embassy.org/chn/xwdt/t1103572.htm, Government Source (Donor/Recipient); http://202.45.144.222/aim/viewActivityPreview.do~public=true~pageId=2~activityId=10843~language=en, Government Source (Donor/Recipient); http://202.45.144.222/aim/viewActivityPreview.do~public=true~pageId=2~activityId=10843~language=en, Government Source (Donor/Recipient); http://mof.gov.np/ieccd/read_event.php?id=42, Government Source (Donor/Recipient); http://kathmandupost.ekantipur.com/news/2017-01-26/nas-new-chinese-aircraft-arrives.html, Media Report, including Wikileaks; http://amis.mof.gov.np/aim/viewActivityPreview.do~public=true~pageId=2~activityId=16540~language=en, Government Source (Donor/Recipient); http://en.karobardaily.com/news/1194, Media Report, including Wikileaks; http://np.mofcom.gov.cn/article/jmxw/201804/20180402734219.shtml, Government Source (Donor/Recipient); https://www.dropbox.com/s/j1mifkmvufrxrav/China%20delivers%20assisting%20air-cargo%20inspection%20system%20to%20Nepal%20-%20People%27s%20Daily%20Online.pdf?dl=0, Media Report, including Wikileaks; https://www.dropbox.com/s/r6tbyni66vcb9eq/Ministry%20of%20Finance%2C%20Government%20of%20Nepal-demo.pdf?dl=0, Government Source (Donor/Recipient); https://theannapurnaexpress.com/news/parliament-asks-the-government-to-sell-chinese-planes-1919, Media Report, including Wikileaks; https://thehimalayantimes.com/nepal/two-chinese-aircraft-handed-to-nepal-airlines/, Media Report, including Wikileaks; https://nepaliheadlines.com/nepals-national-flag-carrier-coming-back-to-full-life-with-six-chinese-aircraft/, Social Media, including Unofficial Blogs; https://oagnep.gov.np/wp-content/uploads/2018/04/AG-Sumary-ENG-2074.pdf, Government Source (Donor/Recipient); http://en.people.cn/business/8610961.html, Media Report, including Wikileaks; https://web.archive.org/web/20190818231829/http://www.mof.gov.np/uploads/document/file/20140820115245.pdf, Government Source (Donor/Recipient); http://np.mofcom.gov.cn/article/jmxw/201804/20180402734219.shtml, Government Source (Donor/Recipient); http://www.xinhuanet.com//english/2017-01/26/c_136015275.htm, Media Report, including Wikileaks; https://www.dropbox.com/s/gjhn0c3qmt30fn5/Procurement%20of%20Aircrafts%20from%20China%20%28%201%20MA%2060%203%20Y12E%20%29.pdf?dl=0, Government Source (Donor/Recipient); https://www.dropbox.com/s/bme10rc1xhacc77/AN%20ANALYSIS%20ON%20PRESENT%20SCENARIO%20OF%20NEPAL%20AIRLINES%20CORPORATION%20AND%20ITS%20WAY%20FORWARD.pdf?dl=0, Academic Journal Article; http://np.china-embassy.org/chn/xwdt/t1552384.htm, Government Source (Donor/Recipient); http://np.china-embassy.org/chn/xwdt/t1552384.htm, Government Source (Donor/Recipient); https://www.dropbox.com/s/zoaphuzh57yrd8c/dp_profile_20190331055603.pdf?dl=0, Government Source (Donor/Recipient)","https://global.factiva.com/redir/default.aspx?P=sa&an=STRANB0020130808e98800003&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=ATHIMT0020130807e9860000a&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020130920e99k005hb&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=MENREP0020140103e9bs0088a&cat=a&ep=ASE, Media Report, including Wikileaks","","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
73697,"Red Cross Society of China donates 5 million RMB to Nepal following the 2015 earthquake","Shortly after the 25 April 2015 earthquake in Nepal, the Red Cross Society of China donated 5 million RMB to Nepal for emergency earthquake relief efforts. According to the United Nations Office for the Coordination of Humanitarian Affairs (OCHA) Financial Tracking Service (flow ID #127980), the donation included 2,000 tents.","Emergency Response","https://fts.unocha.org/flows/127980, Other Official Source (non-Donor, non-Recipient); http://www.hszyj.net/article.asp?articleid=5740, NGO/Civil Society/Advocacy; http://politics.people.com.cn/n/2015/0501/c70731-26935333.html?agt=77_7124_6.undefined, Media Report, including Wikileaks",NA,"","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
47062,"China contributes 100,000 USD to comprehensive disaster risk management program in Nepal","China contributed 100,000 USD to Nepal's Comprehensive Disaster Risk Management Program (CDRMP). Other donors included the Department for International Development, the European Union, Japan, Korea, the International Cooperation Agency, the United Nations Development Programme, the United Nations International Strategy for Disaster Reduction, and the World Bank.","Emergency Response","http://amis.mof.gov.np/aim/viewActivityPreview.do~public=true~pageId=2~activityId=17506~language=en, Government Source (Donor/Recipient); http://www.np.undp.org/content/nepal/en/home/operations/projects/environment_and_energy/cdrmp/home.html, Implementing/Intermediary Agency Source",NA,"","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
38763,"China donates 250,000 RMB worth of books to 14 schools in Nepal","In September 2011, Chinese Ambassador to Nepal Yang Houlan attended the Chinese Books Donation Ceremony and on behalf of the Chinese Language Council International (Hanban) he donated Chinese books worth 250,000 Chinese yuan to fourteen schools in Nepal. The donation consisted of teaching materials, teaching guidance, Chinese readings, picture albums, audiovisual products, maps, and e-audible teaching aids.","Education","http://np.china-embassy.org/eng/Education/t861231.htm, Government Source (Donor/Recipient)",NA,"","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
34400,"China donates 3 million yuan in food aid to Nepal (Linked to Project ID #34410 and #34426)","In April 2009, China announced a 3 million yuan grant to Nepal for food assistance. The aid will be disbursed over five years, which consists of sugar, salt and other basic necessities for the northern region of Nepal. Chairman to Tibet Autonomous Region Champa Phuntshok announced the aid package during Nepalese Foreign Minister Upendra Yadav's visit to China. STAFF_NOTE: Projects #34410 and #34426 are most likely donations from this pledge.","Developmental Food Aid/Food Security Assistance","https://global.factiva.com/aa/?ref=PRTRIN0020090407e5460000q&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://np.mofcom.gov.cn/article/jmxw/200904/20090406153445.shtml, Government Source (Donor/Recipient); http://np.mofcom.gov.cn/article/jmxw/200911/20091106631476.shtml, Government Source (Donor/Recipient); http://www.ekantipur.com/2015/03/18/business/china-jacks-up-aid-to-nepal-five-fold/402975.html, Media Report, including Wikileaks; http://news.qq.com/a/20090404/000877.htm, Media Report, including Wikileaks; http://www.mof.gov.np/uploads/document/file/DP_Profile_2014_20140918055857.pdf, Government Source (Donor/Recipient)","https://global.factiva.com/aa/?ref=PRTRIN0020090407e5460000q&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
34442,"China provides RMB 180 million grant for acquisition of Harbin Y-12E and MA60 aircrafts (Linked to Project ID#34441)","On November 28, 2013, Nepal signed an economic and technical cooperation agreement with China to procure and purchase six China-made airplanes. According to the deal, Nepal agreed acquire two aircrafts — a 19-seater Harbin Y-12E and a 58-seater Modern Ark 60 (MA60) — with a RMB 180 million Chinese Government grant (project #34442) and acquire three Harbin Y12E and a MA60 with a RMB 218.8 million concessional loan (project #34441) from China Eximbank.  The grant for the acquisition of the Harbin Y-12E and the MA60 is worth RMB 180 million (about Rs 2.98 billion). The Government of Nepal’s Aid Management Information System (AMIS) records the USD value of the grant as $27,900,000. 

On April 28, 2014, the delivery ceremony of the Chinese MA60 aircraft was held in Kathmandu. Chairman of AVIC International [中国航空技术国际控股有限公司] Wu Guangquan [吴光权] and Nepal Airlines General Manager Karel [卡雷尔] signed the MA60 aircraft technical transfer documents [新舟60飞机技术移交文件]. Then, in November 2014, Harbin Aircraft Manufacturing Corporation (now called the Harbin Aircraft Industry Group Co. Ltd.) officially handed over the first of the Y12-Es, 9N-AKS, to NAC at a ceremony held in Kathmandu. According to a 2018 report from the Government of Nepal’s Auditor General, these aircrafts were operating domestic flights, but the NAC was incurring financial losses from the operation of the aircrafts. In 2019, the International Relations Committee of the Federal House of Representatives issued a directive to the Government of Nepal to sell the loss-making aircrafts.","Transport and Storage","https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020130920e99k005hb&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=MENREP0020140103e9bs0088a&cat=a&ep=ASE, Media Report, including Wikileaks; http://np.mofcom.gov.cn/article/jmxw/201404/20140400567444.shtml, Government Source (Donor/Recipient); http://thebricspost.com/china-delivers-1st-of-6-aircrafts-to-nepal/#.VY0dmRuqpHw, Media Report, including Wikileaks; http://www.travelbiznews.com/news/item/2326-nepal-gets-first-china-made-ma-60-aircraft-after-28-years, Media Report, including Wikileaks; https://web.archive.org/web/20150321010302/http://news.xinhuanet.com/english/china/2014-04/27/c_133293653.htm, Media Report, including Wikileaks; http://np.china-embassy.org/chn/xwdt/t1150663.htm, Government Source (Donor/Recipient); http://np.china-embassy.org/chn/xwdt/t1103572.htm, Government Source (Donor/Recipient); http://202.45.144.222/aim/viewActivityPreview.do~public=true~pageId=2~activityId=10843~language=en, Government Source (Donor/Recipient); http://www.mof.gov.np/uploads/document/file/DP_Profile_2014_20140918055857.pdf, Government Source (Donor/Recipient); http://kathmandupost.ekantipur.com/news/2017-01-26/nas-new-chinese-aircraft-arrives.html, Media Report, including Wikileaks; http://en.karobardaily.com/news/1194, Media Report, including Wikileaks; http://np.mofcom.gov.cn/article/jmxw/201804/20180402734219.shtml, Government Source (Donor/Recipient); https://www.dropbox.com/s/r6tbyni66vcb9eq/Ministry%20of%20Finance%2C%20Government%20of%20Nepal-demo.pdf?dl=0, Government Source (Donor/Recipient); https://oagnep.gov.np/wp-content/uploads/2018/04/AG-Sumary-ENG-2074.pdf, Government Source (Donor/Recipient); https://nepaliheadlines.com/nepals-national-flag-carrier-coming-back-to-full-life-with-six-chinese-aircraft/, Social Media, including Unofficial Blogs; https://thehimalayantimes.com/nepal/two-chinese-aircraft-handed-to-nepal-airlines/, Media Report, including Wikileaks; https://www.dropbox.com/s/bme10rc1xhacc77/AN%20ANALYSIS%20ON%20PRESENT%20SCENARIO%20OF%20NEPAL%20AIRLINES%20CORPORATION%20AND%20ITS%20WAY%20FORWARD.pdf?dl=0, Academic Journal Article; https://www.dropbox.com/s/gjhn0c3qmt30fn5/Procurement%20of%20Aircrafts%20from%20China%20%28%201%20MA%2060%203%20Y12E%20%29.pdf?dl=0, Government Source (Donor/Recipient); https://web.archive.org/web/20190818231829/http://www.mof.gov.np/uploads/document/file/20140820115245.pdf, Government Source (Donor/Recipient); http://www.xinhuanet.com//english/2017-01/26/c_136015275.htm, Media Report, including Wikileaks; https://www.dropbox.com/s/j1mifkmvufrxrav/China%20delivers%20assisting%20air-cargo%20inspection%20system%20to%20Nepal%20-%20People%27s%20Daily%20Online.pdf?dl=0, Media Report, including Wikileaks; http://en.people.cn/business/8610961.html, Media Report, including Wikileaks; https://www.dropbox.com/s/zoaphuzh57yrd8c/dp_profile_20190331055603.pdf?dl=0, Government Source (Donor/Recipient)","https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020130920e99k005hb&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=MENREP0020140103e9bs0088a&cat=a&ep=ASE, Media Report, including Wikileaks","","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
53705,"China trains 400 Nepali in human resource development","In March 2016, China announced it would provide the opportunity for 400 Nepali to be trained in human resource development, as well as offer more government scholarships to Nepalese as part of an effort to enhance contact between their peoples. The agreement was made during an official visit of the Prime Minister of Nepal to China from March 20 to 27, 2016. staff_note: on pg 121","Education","https://mofa.gov.np/wp-content/uploads/2016/07/MOFA_REPORT_Nepal-Foreign-Affairs_2016.pdf, Government Source (Donor/Recipient); https://mofa.gov.np/joint-press-statement/, Government Source (Donor/Recipient); http://www.gov.cn/xinwen/2016-03/23/content_5056979.htm, Government Source (Donor/Recipient)",NA,"http://www.gov.cn/xinwen/2016-03/23/content_5056979.htm","I coded up to the country level because the source does not specify where the HR training will occur, but mentions that the additional training they will provide could happen in China. Because this training happens outside of the country, I coded to the country level. ","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
47052,"China donates 3,220,883 USD of emergency medical and epidemic prevention supplies to Nepal","According to Nepal's Aid Management Platform, in 2015, China donated 3,220,883 USD of emergency medical supplies and epidemic supplies to Nepal.","Emergency Response","http://amis.mof.gov.np/aim/viewActivityPreview.do~public=true~pageId=2~activityId=17081~language=en, Government Source (Donor/Recipient)",NA,"","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
54126,"China provides $4 million for Nepal Livelihood Recovery for Peace","On November 17, 2017, China provided Nepal with a cash donation of $4 million to support Livelihood Recovery for Peace (LRP) project, which originally started in 2009. However, only $3,810,139 has been disbursed so far. The Nepal Livelihood Recovery Project constructs peace buildings at the community level and brings marked improvements in the livelihoods of vulnerable, excluded, and economically deprived households and communities. According to its descriptions, it provides support to women empowerment and allows most deprived individuals to have more assets. This is also a part of earthquake assistance initiative. An undated article published by the UNDP has reported that the LRP project has made an impact in the affected communities.","Other Multisector","https://www.dropbox.com/sh/xwgtc3dxlm2elu9/AAAZaPuBCh_NR4A5mOMp_W7-a?dl=0&preview=December+2018+Nepal+AMP+--+Livelihood+Recovery+for+Peace+(LRP)+Project.pdf, NGO/Civil Society/Advocacy; https://www.undp.org/content/undp/en/home/ourwork/ourstories/Bringing-economic-security-women-Nepal.html, Government Source (Donor/Recipient)",NA,"","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
52870,"Chinese Government provides RMB 470,000 grant for Oil and Gas Resources Survey Project","On March 21, 2016, China signed Exchange of Letters to provide the grant assistance of RMB 470,000 for the oil and gas exploration project of Nepal. The agreement was under the commercial deal on the supply of petroleum products between the two countries. China also agreed to build oil storage facilities and send exports to carry out the research on oil exploration for Nepal. On February 22, 2018, Nepal's Department of Mines and Geology informed that a Chinese expert team from China National Petroleum Corporation will visit Nepal to conduct the feasibility study, but the actual date was not determined. It is not clear whether the grants assistance has been disbursed. STAFF_NOTE: Limited information on the status of the grant assistance.","Energy Generation and Supply","https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020160323ec3n007kf&cat=a&ep=ASE, Media Report, including Wikileaks; https://mofa.gov.np/wp-content/uploads/2016/07/MOFA_REPORT_Nepal-Foreign-Affairs_2016.pdf, Government Source (Donor/Recipient); https://mofa.gov.np/wp-content/uploads/2016/07/MOFA_REPORT_Nepal-Foreign-Affairs_2016.pdf, Government Source (Donor/Recipient); https://thehimalayantimes.com/business/chinese-experts-study-fuel-exploration-extraction-prospects/, Media Report, including Wikileaks; http://kathmandupost.ekantipur.com/news/2019-01-18/china-roped-in-for-oil-and-gas-drilling.html, Media Report, including Wikileaks; http://www.china.org.cn/opinion/2017-08/20/content_41434858.htm, Media Report, including Wikileaks; https://kathmandupost.com/money/2019/01/18/china-roped-in-for-oil-and-gas-drilling, Media Report, including Wikileaks; https://myrepublica.nagariknetwork.com/news/nepal-china-seal-agreements-on-petroleum-products-survey-investment-and-promotion/, Media Report, including Wikileaks","https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020160323ec3n007kf&cat=a&ep=ASE, Media Report, including Wikileaks","","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
53900,"Chinese company CAMC conducts feasibility study for Kathmandu-Pokhara Railway for Nepal","On December 18, 2015, Chinese CAMC Engineering Company pledged to conduct the feasibility study of the Kathmandu-Pokhara Railway for Nepal. The company is a subsidiary of the state-owned China National Machinery Industry Corporation (SINOMACH), and will bear all the costs including financial and technical investment for the study. By June, 2016, the China CAMC Engineering Company Ltd has submitted a feasibility report on Kathmandu-Pokhara electric railway, planning to develop 164.395-kilometre railway, which will have 27 tunnels and 53 bridges. This segment will have 12 stations between Kathmandu and Pokhara, according to the media report. 151 hectares of forest has been acquired for the construction of the railway, and the project has an estimated cost of USD2830 Million(Rs257 billion), and takes approximately nine years to complete. The Kathmandu-Pokhara Railway was a segment of the trans-Himalayan Railway Project planned by China and Nepal to connect the two countries. The Kathmandu-Pokhara section will act as an extension of the Gyirong-Kathmandu Railway, allowing for easy access from China to Pokhara, a top tourist destination in Nepal.","Transport and Storage","https://web.archive.org/web/20190713171102/http://www.ibn.gov.np/uploads/files/Working%20Classification/Project%20Bank/Transportation/Project%20Bank-Ktm-Pkr%20Railway.pdf, Government Source (Donor/Recipient); https://thehimalayantimes.com/business/chinese-team-wraps-up-field-study-of-rail-project/, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=BSNLNE0020160118ec1i0000d&cat=a&ep=ASI, Media Report, including Wikileaks; http://fdianalytics.com/chinese-companies-keen-to-build-rail-network-in-nepal/, Media Report, including Wikileaks; http://kathmandupost.ekantipur.com/printedition/news/2015-12-18/chinese-firm-to-conduct-feasibility-study.html, Media Report, including Wikileaks; https://www.chinatibettrain.com/tibet-nepal-tours/china-tibet-nepal-railway.htm, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=SAUDPA0020180824ee8o0005l&cat=a&ep=ASE, Media Report, including Wikileaks","https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=BSNLNE0020160118ec1i0000d&cat=a&ep=ASI, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=SAUDPA0020180824ee8o0005l&cat=a&ep=ASE, Media Report, including Wikileaks","","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
