"project_id","title","description","crs_sector_name","sources","factiva_sources","GEO_sources","GEO_notes","Christian.Notes","level","X","Y","name","name_type","GID","country"
34351,"Chinese Government provides RMB 50.59 million grant for Banepa Polytechnic Institute Construction Project","In 2001, the the Chinese Government and the Government of Nepal signed six agreements, including one to construct a polytechnic institute in Banepa. On August 5, 2005, China committed $4.79 million in grant funding for construction on the Nepal Banepa Polytechnic Institute. Then, on December 30, 2005, it agreed to grant an additional $1.79 million for a retaining wall, land leveling, and sewage draining at the construction site. The institute was designed to offer enrollment for 220 full-time students in long term courses and 300 students in short term training courses. Areas of study were to include tourism, hotel management, electronics, information technology, cosmetology, and computer engineering. China Heilongjiang International Economic & Technical
Cooperative Corporation (CHIC) was the contractor responsible for project implementation. Construction began on March 24, 2006 and ended on April 18, 2008. The Banepa Polytechnic Institute was formally handed over the Nepalese government in April 25, 2008. 

Banepa Polytechnic Institute is located in Banepa Municipality and Kavrepalanchok district. Its exact locational coordinates can be found at https://www.google.com/maps/place/Nepal+Banepa+Polytechnic+Institute/@27.6344036,85.5239725,15z/data=!4m2!3m1!1s0x0:0xf448f897cd52f846?sa=X&ved=2ahUKEwi-lf_PqYfpAhWzhHIEHYIQBQQQ_BIwD3oECA4QCg.

STAFF_NOTE: The Chinese project title is 尼泊尔巴尼帕综合技校项目. Some sources refer to the size of the Chinese Government's grant as RMB 50.59 million; the USD sum of the initial grant and the supplemental grant ($6.58 million) is roughly equivalent to RMB 50.59 million. However, we use the RMB denominated estimate since most of the Chinese Government's grants are denominated in RMB.","Education","https://global-factiva-com.proxy.wm.edu/aa/?ref=BBCSAP0020051230e1cu0012x&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=XNHA000020080428e44s000gt&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcapp0020010709dx5h00buj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=PRTRIN0020050808e1870000q&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=XNEWS00020051230e1cu001up&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=BDU0000020060104e2140001q&pp=1&fcpil=zhcn&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=BBCAPP0020050805e1850018i&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=XNHA000020050805e185000uq&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=aprs000020010710dx5e07e6w&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcapp0020010709dx5f00cow&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://np.mofcom.gov.cn/article/zxhz/zhengt/201207/20120708235603.shtml, Government Source (Donor/Recipient); http://unesdoc.unesco.org/images/0023/002324/232478e.pdf, NGO/Civil Society/Advocacy; http://202.45.144.222/aim/viewActivityPreview.do~public=true~pageId=2~activityId=9788~language=en, Government Source (Donor/Recipient); http://www.mof.gov.np/uploads/document/file/DP_Profile_2014_20140918055857.pdf, Government Source (Donor/Recipient); https://www.youtube.com/watch?v=ff8BVjUYZik, Implementing/Intermediary Agency Source; https://www.youtube.com/watch?v=0N3TmVxs3xo, Social Media, including Unofficial Blogs; http://nbpi.edu.np/, Other Official Source (non-Donor, non-Recipient); http://nbpi.edu.np/, Other Official Source (non-Donor, non-Recipient); https://web.archive.org/web/20160319033202/http://www.hljchic.com/english.htm, Implementing/Intermediary Agency Source; https://www.fmprc.gov.cn/web/wjdt_674879/zwbd_674895/t441960.shtml, Government Source (Donor/Recipient); http://www.gov.cn/gzdt/2006-03/24/content_236363.htm, Government Source (Donor/Recipient); https://web.archive.org/web/20160429102925/http://www.hljchic.com/gongcheng5.htm, Government Source (Donor/Recipient); https://web.archive.org/web/20160429102925/http://www.hljchic.com/gongcheng5.htm, Implementing/Intermediary Agency Source; https://web.archive.org/web/20160429114915/http://www.hljchic.com/ds.htm, Implementing/Intermediary Agency Source; http://english.sina.com/china/1/2008/0425/156125.html, Media Report, including Wikileaks; https://www.dropbox.com/s/5z2xsbjowahab69/%E4%B8%AD%E5%9B%BD%E9%BB%91%E9%BE%99%E6%B1%9F%E5%9B%BD%E9%99%85%E7%BB%8F%E6%B5%8E%E6%8A%80%E6%9C%AF%E5%90%88%E4%BD%9C%E5%85%AC%E5%8F%B8.pdf?dl=0, Implementing/Intermediary Agency Source; http://www.angop.ao/angola/en_us/noticias/internacional/2005/11/52/China-adds-grants-for-Nepal-polytechnic-institute-construction,e1496ea2-7fed-4503-a4e2-2640d2536045.html, Media Report, including Wikileaks","https://global-factiva-com.proxy.wm.edu/aa/?ref=BBCSAP0020051230e1cu0012x&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=XNHA000020080428e44s000gt&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcapp0020010709dx5h00buj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=PRTRIN0020050808e1870000q&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=XNEWS00020051230e1cu001up&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=BDU0000020060104e2140001q&pp=1&fcpil=zhcn&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=BBCAPP0020050805e1850018i&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=XNHA000020050805e185000uq&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=aprs000020010710dx5e07e6w&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcapp0020010709dx5f00cow&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
53125,"Chinese Government provides RMB 124 million grant for the Timure (Rasuwagadi) Frontier Inspection Station Project","In October 2014, China conducted a feasibility study for the Timure (Rasuwagadi) Frontier Inspection Station Project and signed a Memorandum of Understanding (MOU) for the development of an Inland Container Depot (ICD) in Nepal. Then, on April 11, 2015, the Chinese Government and the Government of Nepal signed letters of exchange to construct the Inland Container Depot (ICD) in the town of Timure within Rasuwagadi District. China agreed to cover all the expenses except the costs of land acquisition. The 6,900 m² ICD will include two warehouses for storage and investigation before clearing, three quarantine check points for animals, plants and food testing, a parking lot for 315 freight vehicles, separate terminals for import and export, and food protection levee. China will also provide equipment for inspection and other infrastructure such as water tanks. 

On November 15, 2015, China sent a technical team to conduct the inspection of the site for construction. Nepal Intermodal Transport Development Board also acquired 8.5 hectares land for the project: 5 hectares from Langtang National Park and 3.5 hectares from the general public. The Chinese state-owned company, Architectural Reconnaissance and Design Institute of the Tibet Autonomous Region, oversaw the design of the ICD. Construction was expected to begin in October 2018; however, as of October 27, 2018, the construction had still not begun. Tibet Fuli Construction Group Company Limited was selected as the contractor responsible for project implementation on May 13, 2019.  Project implementation then began on May 29, 2019.

This customs inspection station is located in Timure, a small town and the headquarter of ward no. 2 of the Gosaikund rural municipality in Rasuwa district on the country’s border with China. More detailed locational information can be found at https://www.google.com/maps/place/Rasuwa+Customs+Office/@28.2539074,85.3633404,16z/data=!4m13!1m7!3m6!1s0x39ea936fad00833d:0xca615051e195f41f!2sTimure,+Thuman+45000,+Nepal!3b1!8m2!3d28.2540595!4d85.3672327!3m4!1s0x39ea936fe7a0a34b:0xd640b0a970c8a514!8m2!3d28.2556725!4d85.3664906","Transport and Storage","https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=ATHIMT0020150411eb4b0000p&cat=a&ep=ASE, Media Report, including Wikileaks; https://kathmandupost.com/money/2015/03/10/china-moves-to-construct-inland-container-depot-at-rasuwagadhi, Media Report, including Wikileaks; https://myrepublica.nagariknetwork.com/news/construction-of-dry-port-in-rasuwagadhi-yet-to-begin/, Media Report, including Wikileaks; http://therisingnepal.org.np/news/31576, Media Report, including Wikileaks; https://kathmandupost.com/money/2019/05/13/chinese-firm-signs-contract-to-build-dry-port-in-timure, Media Report, including Wikileaks; https://kathmandupost.com/money/2015/04/11/china-to-build-rasuwa-dry-port, Media Report, including Wikileaks; https://www.mof.gov.np/en/division/detail/news-923/?lang=2&j=36, Government Source (Donor/Recipient); https://thehimalayantimes.com/business/construction-of-icd-timure-to-begin-from-october-end/, Media Report, including Wikileaks; https://www.dropbox.com/s/efg9ckb3gb7fdz9/Nepal-China%20Relations%20-%20Ministry%20of%20Foreign%20Affairs%20Nepal%20MOFA.pdf?dl=0, Government Source (Donor/Recipient)","https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=ATHIMT0020150411eb4b0000p&cat=a&ep=ASE, Media Report, including Wikileaks","","","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
38365,"China donates 9 pickup trucks to Nepal's Ministry of Home Affairs","In 2009, Chinese Ambassador to Nepal Qiu Guohong handed over to the Nepalese Ministry of Home Affairs 9 Great Wall Motors pickup trucks as a form of Chinese aid.","Transport and Storage","http://np.mofcom.gov.cn/article/jmxw/200903/20090306132862.shtml, Government Source (Donor/Recipient)",NA,"https://moha.gov.np/en","The ministry of Home Affairs is located in Kathmandu, in the Bagmati province. The location can be found on the Ministry's website. ","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
34393,"China donates 20,000 USD worth of medicine to B. P. Koirala Memorial Cancer Hospital in Nepal (linked to #34386 and #38346)","In 2008, the Chinese Government donated $20,000 worth of medicines to Nepal's B. P. Koirala Memorial Cancer Hospital. Chinese Ambassador to Nepal Zheng Xianglin handed over the medicine to the hospital on behalf of the Chinese government. In February 2000, an exchange of letter concerning technical aid to the B. P. Koirala Memorial Cancer Hospital were exchanged. The Chinese medical team is stationed at the B.P. Koirala Memorial Cancer Hospital, which is located in Bharatpur. Its exact locational coordinates are available at https://www.google.com/maps/place/B.P+Koirala+Memorial+Cancer+Hospital/@27.6634881,84.4187542,15z/data=!4m2!3m1!1s0x0:0x83afc90622a1209?sa=X&ved=2ahUKEwjsnfXghYbpAhWcgnIEHUanDZ8Q_BIwCnoECBYQCg. STAFF_NOTE: The B.P. Koirala Memorial Cancer Hospital is a comprehensive cancer care center with 450 beds and equipped with diagnostic and therapeutic machine in the country. It was established in the 1990s with financial aid from China.","Health","https://global.factiva.com/aa/?ref=BBCAPP0020080927e49r002jp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=xnews00020010818dw2g01i3y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcsap0020010804dw2g006lz&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","https://global.factiva.com/aa/?ref=BBCAPP0020080927e49r002jp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=xnews00020010818dw2g01i3y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcsap0020010804dw2g006lz&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","https://www.google.com/maps/place/B.P+Koirala+Memorial+Cancer+Hospital/@27.6634881,84.4187542,15z/data=!4m2!3m1!1s0x0:0x83afc90622a1209sa=X&ved=2ahUKEwjsnfXghYbpAhWcgnIEHUanDZ8Q_BIwCnoECBYQCg","I coded the Bagmati region because the B.P. Koirala Memorial Cancer Hospital is located in Bharatpur which is in the Chitwan district of the Bgamati region. I was able to find the exact location on google maps in the link provided in the project description
 ","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
38566,"China sends 4th Chinese medical team to B.P. Koirala Memorial Cancer Hospital in Nepal (linked to #38570, #38572 and #38567)","The Chinese government (Hebei Province) has been sending medical teams to Nepal every two years since 1999. The 4th medical team consisting of 18 people arrived in Nepal on February 25, 2006. The team was stationed at B.P. Koirala Memorial Cancer Hospital. The work was handed over to the 5th medical team in February 2008. The Chinese medical team is stationed at the B.P. Koirala Memorial Cancer Hospital, which is located in Bharatpur. Its exact locational coordinates are available at https://www.google.com/maps/place/B.P+Koirala+Memorial+Cancer+Hospital/@27.6634881,84.4187542,15z/data=!4m2!3m1!1s0x0:0x83afc90622a1209sa=X&ved=2ahUKEwjsnfXghYbpAhWcgnIEHUanDZ8Q_BIwCnoECBYQCg. STAFF_NOTE: The B.P. Koirala Memorial Cancer Hospital is a comprehensive cancer care center with 450 beds and equipped with diagnostic and therapeutic machines in the country. It was established in the 1990s with financial aid from China.","Health","http://np.mofcom.gov.cn/aarticle/jmxw/200603/20060301610586.html, Government Source (Donor/Recipient); http://np.mofcom.gov.cn/article/jmxw/200603/20060301624959.shtml, Government Source (Donor/Recipient); http://www.fmprc.gov.cn/mfa_chn/gjhdq_603914/gj_603916/yz_603918/1206_604522/1206x2_604542/t238205.shtml, Government Source (Donor/Recipient); http://www.moh.gov.cn/gjhzs/dyhbz/201308/3fe7ba575ac14a418559a798c7a14823.shtml, Government Source (Donor/Recipient)",NA,"https://www.google.com/maps/place/B.P+Koirala+Memorial+Cancer+Hospital/@27.6634881,84.4187542,15z/data=!4m2!3m1!1s0x0:0x83afc90622a1209sa=X&ved=2ahUKEwjsnfXghYbpAhWcgnIEHUanDZ8Q_BIwCnoECBYQCg","I coded the Bagmati region because the B.P. Koirala Memorial Cancer Hospital is located in Bharatpur which is in the Chitwan district of the Bgamati region. I was able to find the exact location on google maps in the link provided in the project description
 ","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
38773,"China donates books to Siddhartha Vanasthali Institute in Nepal","In 2012, Chinese Ambassador Yang Houlan donated a batch of introductory books on China on behalf of the Chinese government to Siddhartha Vanasthali Institute in Nepal.","Education","http://np.china-embassy.org/chn/jy/jyxw/t950682.htm, Government Source (Donor/Recipient); http://np.chineseembassy.org/eng/Education/t951512.htm, Government Source (Donor/Recipient)",NA,"","","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
38570,"China sends 2nd Chinese medical team to B.P. Koirala Memorial Cancer Hospital in Nepal (Linked to #38572 and #38567)","The China government (Hebei Province) has been sending medical teams to Nepal every two years since 1999. The 2nd medical team consisting of 18 people worked at B.P. Koirala Memorial Cancer Hospital from March 2002 to March 2004. The Chinese medical team is stationed at the B.P. Koirala Memorial Cancer Hospital, which is located in Bharatpur. Its exact locational coordinates are available at https://www.google.com/maps/place/B.P+Koirala+Memorial+Cancer+Hospital/@27.6634881,84.4187542,15z/data=!4m2!3m1!1s0x0:0x83afc90622a1209sa=X&ved=2ahUKEwjsnfXghYbpAhWcgnIEHUanDZ8Q_BIwCnoECBYQCg. STAFF_NOTE: The B.P. Koirala Memorial Cancer Hospital is a comprehensive cancer care center with 450 beds and equipped with diagnostic and therapeutic machines in the country. It was established in the 1990s with financial aid from China.","Health","http://www.moh.gov.cn/gjhzs/dyhbz/201308/3fe7ba575ac14a418559a798c7a14823.shtml, Government Source (Donor/Recipient)",NA,"https://www.google.com/maps/place/B.P+Koirala+Memorial+Cancer+Hospital/@27.6634881,84.4187542,15z/data=!4m2!3m1!1s0x0:0x83afc90622a1209sa=X&ved=2ahUKEwjsnfXghYbpAhWcgnIEHUanDZ8Q_BIwCnoECBYQCg","I coded the Bagmati region because the B.P. Koirala Memorial Cancer Hospital is located in Bharatpur which is in the Chitwan district of the Bgamati region. I was able to find the exact location on google maps in the link provided in the project description
 ","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
38757,"China provides financial assistance for construction of community buildings in Nepal","In November 2011, Chinese Ambassador Yang Houlan, on behalf of the Chinese Embassy to Nepal, provided financial assistance to the Nepal-China Himalayan Friendship Society for constructing community buildings in Dolakha, Rasuwa and Sindhupalchowk. The three districts are located in Nepal’s northern mountainous region, which shares the border with Tibet.","Other Multisector","http://np.china-embassy.org/eng/ChinaNepal/t876365.htm, Government Source (Donor/Recipient)",NA,"http://np.china-embassy.org/eng/ChinaNepal/t876365.htm","The community centers were built in three districts of Nepal. These districts are known to be Kolakha, Rasuwa, and Sindhupalchowk.","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
53127,"Chinese military sends medical and rescue assistance to Nepal following April 2015 earthquake","According to the Chinese Foreign Ministry, Following the earthquake on April 25, 2015, the Chinese military dispatched a 215-member rescue and medical team to Nepal. They arrived in two batches: one on April 26th and the second on the 27th. The value of these donations is unknown. The first batch, a 62-member International Rescue Team, arrived only around 24 hours after the quake struck, reaching Kathmandu at noon on the 26th. The team comprised 40 rescuers and 10 medical experts as well as six sniffer dogs. This team treated a total of 328 patients and trained 1,018 Nepali medical personnel, and returned to China on May 28, 2015. A second batch arriving on April 27th included a 58-member medical team from Chengdu People's hospital. Upon arrival, the set up a makeshift hospital and handed over 13 tons of aid. The medical team was organized by the Health and Family Planning Commission of Sichuan Province. The team returned to Sichuan on May 9 after 13 days of operation. This second batch also included 12 seismic experts, 40 tons of humanitarian relief goods, 95 electricity generators, more than 300 tents, 4 sniffer dogs, 5 recovery vehicles, and life detectors. The team returned to Sichuan on May 9 after 13 days of operation. The United Nations Office for the Coordination of Humanitarian Affairs (OCHA) Financial Tracking Service captures these technical assistance projects in flow ID #127941. STAFF_NOTE: There are some discrepancies regarding the exact number of aid workers because some teams providing auxiliary support to the military medical unit were included to varying degrees in total reports.","Emergency Response","https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=XNEWS00020150501eb51008sq&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.scwst.gov.cn/index.php/tpxw/11716-2015-05-11-08-09-40, Implementing/Intermediary Agency Source; http://www.scwst.gov.cn/index.php/tpxw/11716-2015-05-11-08-09-40, Implementing/Intermediary Agency Source; http://www.scwst.gov.cn/index.php/tpxw/11716-2015-05-11-08-09-40, Implementing/Intermediary Agency Source; http://www.china.com.cn/zhibo/zhuanti/ch-xinwen/2015-05/07/content_35513605.htm, Government Source (Donor/Recipient); https://www.indiatoday.in/nepal-earthquake-2015/story/nepal-earthquake-china-to-triple-aid-rescue-efforts-250781-2015-04-29, Media Report, including Wikileaks; https://fts.unocha.org/flows/127941?destination=donors/2976/flows/2015%3Ff%255B0%255D%3DdestinationEmergencyIdName%253A%2522629%253ANEPAL%2520-%2520Earthquake%2520-%2520April%25202015%2522, Other Official Source (non-Donor, non-Recipient); http://www.china.com.cn/zhibo/zhuanti/ch-xinwen/2015-05/07/content_35513605.htm, Government Source (Donor/Recipient); http://www.mod.gov.cn/hospital/2015-05/27/content_4587125.htm, Government Source (Donor/Recipient); http://www.mod.gov.cn/hospital/2015-05/29/content_4587404.htm, Government Source (Donor/Recipient); http://www.sjzwsjsw.gov.cn/html/gcdt/2015-4-30/1543082733E435.html, Government Source (Donor/Recipient); http://www.spotlightnepal.com/News/Article/Chinese-rescue-team-in-Nepal, Media Report, including Wikileaks; http://www.globaltimes.cn/content/919797.shtml, Media Report, including Wikileaks; http://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/t1259519.shtml, Government Source (Donor/Recipient); http://www.chinadailyasia.com/asiaweekly/2015-05/15/content_15264929.html, Media Report, including Wikileaks; https://reliefweb.int/report/nepal/china-focus-china-continues-help-quake-stricken-nepal, Media Report, including Wikileaks; https://web.archive.org/web/20150919202053/http://news.xinhuanet.com/english/2015-05/05/c_134212125.htm, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=PARALL0020150430eb4t000jq&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=PHILNA0020150430eb4t0009t&cat=a&ep=ASE, Media Report, including Wikileaks; https://www.fmprc.gov.cn/ce/cenp/eng/EconomyTrade/chinaaid/t1770299.htm, Government Source (Donor/Recipient); https://thediplomat.com/2015/04/after-devasating-earthquake-china-rushes-aid-to-nepal/ , Media Report, including Wikileaks","https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=XNEWS00020150501eb51008sq&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=PARALL0020150430eb4t000jq&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=PHILNA0020150430eb4t0009t&cat=a&ep=ASE, Media Report, including Wikileaks","http://www.scwst.gov.cn/index.php/tpxw/11716-2015-05-11-08-09-40","Both of the aid teams were received in Kathmandu.","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
52804,"Chinese Government provides 32,000 solar panels to 5 Nepali districts","On March 21, 2016, the Chinese Government signed an agreement with Nepal's Prime Minister to grant Nepal 32,000 sets of solar panels. The purpose of this project was to provide electricity for communities that had been without power after the earthquake on April 25, 2015. On January 21, 2018, China handed over the donation, including 32,000 sets of household solar power generation system of 10Wp, 325 sets of solar power generation system of 1200Wp, battery, controller, and LED bulbs. According to government of Nepal, the donation will be distributed by the Alternative Energy Promotion Center to earthquake effected communities. The intended beneficiary districts of the solar panels are Sindhupalchowk, Kavrepalanchowk, Nuwakot, Dhading and Lamjung.","Energy Generation and Supply","https://global.factiva.com/redir/default.aspx?P=sa&an=AIWTHS0020160325ec3l0028r&cat=a&ep=ASE, Media Report, including Wikileaks; https://mofa.gov.np/wp-content/uploads/2016/07/MOFA_REPORT_Nepal-Foreign-Affairs_2016.pdf, Government Source (Donor/Recipient); https://mofa.gov.np/wp-content/uploads/2016/07/MOFA_REPORT_Nepal-Foreign-Affairs_2016.pdf, Government Source (Donor/Recipient); https://indianexpress.com/article/world/china-donates-over-32000-solar-power-generators-to-nepal-5034679/, Media Report, including Wikileaks; http://www.xinhuanet.com/english/2018-01/21/c_136913167.htm, Media Report, including Wikileaks; http://www.chinanews.com/gn/2018/01-21/8429569.shtml, Media Report, including Wikileaks; http://www.xinhuanet.com/english/2018-01/21/c_136913167.htm, Media Report, including Wikileaks","https://global.factiva.com/redir/default.aspx?P=sa&an=AIWTHS0020160325ec3l0028r&cat=a&ep=ASE, Media Report, including Wikileaks","https://mofa.gov.np/wp-content/uploads/2016/07/MOFA_REPORT_Nepal-Foreign-Affairs_2016.pdf","The solar panels will be built across 5 specific districts of Nepal.","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
38638,"Chinese Government donates RMB 800,000 worth of office equipment to the Research Center of Nepal National Trust for Nature Conservation (Linked to Project ID#38366)","On May 8, 2014, the Chinese Government donated modern office equipment -- including DVD players, computers, scanners, and projectors -- worth over RMB 800,000 to the Research Center of Nepal National Trust for Nature Conservation (NTNC). Chinese Ambassador to Nepal, Wu Chuntai, and Secretary-General of the NTNC, Govinda Gajurel, later signed a 'Delivery and Acceptance Certificate of China-aided Office Equipment'' in Kathmandu. This donation resulted from a grant agreement that was codified in letters of exchange, which were signed by the two governments in August 2012. Prior to this donation, the Chinese Government provided a grant for the construction of the Research Center of the NTNC (see Project ID#38366). The Research Center of Nepal National Trust for Nature Conservation (NTNC) is located in Kathmandu. More detailed locational information can be found at https://www.google.com/maps/place/National+Trust+For+Nature+Conservation/@27.6575556,85.1872768,11z/data=!4m5!3m4!1s0x39eb176268151cc5:0xcf139fbfa2cd9617!8m2!3d27.6575556!4d85.3273525.","General Environmental Protection","http://en.people.cn/90883/8507765.html, Media Report, including Wikileaks; https://web.archive.org/web/20181205002616/http://www.ntnc.org.np/news/handover-ceremony-china-aided-office-equipment-ntnc, Implementing/Intermediary Agency Source; http://np.china-embassy.org/chn/xwdt/t1116462.htm, Government Source (Donor/Recipient); http://np.mofcom.gov.cn/article/jmxw/201401/20140100455663.shtml, Government Source (Donor/Recipient)",NA,"https://ntnc.org.np","I was able to find the location of the National Trust for Nature Conservation on their website. While the location_details say Kathmandu, that is where the ceremony was held and not the actual location of the Trust.","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
43865,"China opens Confucius Institute at Kathmandu University","In 2007, China opened Confucius Institute at Kathmandu University. In 2009, they established a youth exchange program. The project was completed in 2007 but it was unknown when they started the project. STAFF_NOTE: Coded as representational, not development because Confucius institutes focus more on cultural exchanges.","Education","http://english.hanban.org/node_10781.htm, Government Source (Donor/Recipient); https://www.fmprc.gov.cn/chn//gxh/cgb/zcgmzysx/yz/1206_24/1206x1/t5767.htm, Government Source (Donor/Recipient); http://english.hanban.org/confuciousinstitutes/node_10781.htm, Government Source (Donor/Recipient)",NA,"","","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
34344,"China grants 520 million Rs for construction of studio building and transmission tower for Nepal Television","In February 2000, China and Nepal exchanged letters regarding technical aid to Nepal Television, specifically the construction of the Nepal Television Metro Channel studio building and transmission tower. (Another source stated that an agreement had been reached between China and Nepal in 1998 for expansion and development of Nepal Television.) In 2002, Minister for Information and Communications Jaya Prakash Prasad Gupta laid the foundation stone of Nepal Television Metro Channel studio building and transmission tower which is to be constructed with cooperation from China. The project, with an estimated cost of about 520m rupees, is expected to be completed within a year. The entire construction works of the project will be undertaken by Chinese technicians. In October 2004, Metro Channel of Nepal Television (NTV)'s newly constructed transmission building that was funded by China's grant assistance was handed over to NTV. The building, constructed under the Nepal Television Improvement and Development project, is situated in the premises of NTV, Singhadurbar covering an area of 3876 square metres. The construction took 15 months to complete.","Communications","https://global.factiva.com/aa/?ref=xnews00020010818dw2g01i3y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcsap0020010804dw2g006lz&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://nepalembassy.org.cn/nepal-china-relations/dimensions-of-current-relations/, Government Source (Donor/Recipient); http://np.chineseembassy.org/eng/News/t167230.htm, Government Source (Donor/Recipient); https://global.factiva.com/aa/?ref=bbcmm00020020412dy4c0000j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.mof.gov.np/uploads/document/file/DP_Profile_2014_20140918055857.pdf, Government Source (Donor/Recipient)","https://global.factiva.com/aa/?ref=xnews00020010818dw2g01i3y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcsap0020010804dw2g006lz&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcmm00020020412dy4c0000j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","good","district",85.41,27.88,"Bagmati","Administrative Zone","NPL.1.1_1","Nepal"
